time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520792175250680452,	0.0732164,	2.32606,	-0.236658,	0.738993,	-0.120028,	-2.94942,	-0.00261737,	-0.010978,	-0.0592619,	0.998179,	0.0225714,	2.33406,	-0.0360781,	-0.00578628,	-0.00240389,	0.000282275,	-0.0221555,	0.67886,	0.733918,	-0.00482745,	0.127441,	2.29836,	-0.323975,	0.00628162,	-0.160941,	0.00334423,	0.00185764,	-0.0128704,	-0.0754751,	0.997063
1520792175323657294,	0.0727157,	2.32502,	-0.236695,	0.696448,	-0.125567,	-2.78635,	0.000651194,	-0.0118692,	-0.0596703,	0.998147,	0.0205299,	2.33501,	-0.0353347,	-0.0283545,	0.0131952,	0.0103246,	-0.0226988,	0.678189,	0.734529,	-0.00345184,	0.12745,	2.29853,	-0.323897,	0.000123999,	0.00239619,	0.00109018,	0.00181,	-0.0129754,	-0.0764507,	0.996987
1520792175387459992,	0.0718251,	2.32559,	-0.236005,	0.81421,	-0.149538,	-3.18524,	0.00163504,	-0.0127598,	-0.059136,	0.998167,	0.0188496,	2.33586,	-0.0346057,	-0.0266715,	0.0135886,	0.0115716,	-0.0234887,	0.679463,	0.733328,	-0.00296296,	0.126943,	2.29756,	-0.323931,	-0.00803719,	-0.0154583,	-0.000536247,	0.00538778,	-0.0138475,	-0.0756424,	0.997024
1520792175448695034,	0.0707565,	2.32605,	-0.235335,	0.850933,	-0.160867,	-3.29064,	0.0010127,	-0.0133477,	-0.0571532,	0.998276,	0.0175894,	2.33512,	-0.0340631,	-0.0206587,	-0.012164,	0.00889606,	-0.0236987,	0.679716,	0.733089,	-0.00231412,	0.126672,	2.3082,	-0.32453,	-0.00444292,	0.174483,	-0.00982606,	-0.00498179,	-0.0141096,	-0.0673425,	0.997618
1520792175505516855,	0.0684067,	2.32952,	-0.235069,	0.907452,	-0.100051,	-3.58939,	-0.00201784,	-0.0142947,	-0.0568222,	0.99828,	0.015684,	2.33346,	-0.0336611,	-0.0340239,	-0.0296563,	0.00717906,	-0.0229483,	0.678481,	0.734258,	-0.00107418,	0.125208,	2.30908,	-0.323665,	-0.0261442,	0.0156964,	0.0154541,	-0.00648918,	-0.0148376,	-0.0647851,	0.997768
1520792175573708944,	0.06782,	2.3271,	-0.234095,	0.766706,	-0.0935712,	-2.94756,	0.00178017,	-0.0146573,	-0.0589038,	0.998154,	0.0154084,	2.33216,	-0.0335671,	-0.00405343,	-0.0191822,	0.00138163,	-0.0225422,	0.678842,	0.733937,	-0.00160512,	0.123369,	2.31179,	-0.323746,	-0.0270463,	0.0398984,	-0.00120123,	-0.00933622,	-0.015566,	-0.0665751,	0.997616
1520792175645412794,	0.0671762,	2.32751,	-0.23421,	0.729123,	-0.0654576,	-2.82595,	-0.000228683,	-0.0143781,	-0.0589969,	0.998155,	0.0160756,	2.33204,	-0.0342459,	0.00939678,	-0.00159882,	-0.00956108,	-0.0212052,	0.678688,	0.734116,	-0.00252147,	0.122771,	2.30992,	-0.322755,	-0.00842622,	-0.0263896,	0.0139642,	-0.00551395,	-0.0159554,	-0.0674813,	0.997578
1520792175702370467,	0.0671766,	2.32717,	-0.235209,	0.912518,	-0.087064,	-3.58863,	0.00103605,	-0.0111024,	-0.0537335,	0.998493,	0.0187115,	2.33345,	-0.0364214,	0.0470694,	0.0251018,	-0.0388483,	-0.0168445,	0.680937,	0.732119,	-0.00658769,	0.121981,	2.31042,	-0.322914,	-0.0141117,	0.00889624,	-0.00283299,	-0.00832069,	-0.0155842,	-0.0678613,	0.997538
1520792175761108493,	0.0672377,	2.32541,	-0.236173,	0.836659,	-0.138679,	-3.44399,	0.00125338,	-0.00841828,	-0.0625193,	0.998007,	0.0202913,	2.33335,	-0.036743,	0.0272383,	-0.00168612,	-0.00554379,	-0.0138452,	0.680709,	0.732372,	-0.00865901,	0.122137,	2.31025,	-0.3239,	0.00269358,	-0.00284015,	-0.017007,	-0.00699203,	-0.0123049,	-0.0626798,	0.997933
1520792175819713324,	0.0668465,	2.32474,	-0.23697,	0.802676,	-0.148464,	-3.45219,	0.000440833,	-0.00395695,	-0.0627043,	0.998024,	0.0219078,	2.33408,	-0.0368428,	0.0278704,	0.0125269,	-0.00172162,	-0.0110685,	0.680434,	0.732645,	-0.0108492,	0.122119,	2.30781,	-0.324706,	-0.000298815,	-0.0420438,	-0.0139054,	-0.00559895,	-0.00980926,	-0.0714444,	0.997381
