time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520793640700195606,	-0.77424,	2.02142,	0.010889,	0.0166574,	-4.50246,	-14.9778,	-0.0266103,	0.0305009,	-0.00710864,	0.999155,	-0.774457,	2.07995,	0.2056,	0,	0,	0,	-0.0180741,	0.69803,	0.712795,	-0.0659525,	-0.701006,	1.96358,	-0.0644518,	0,	0,	0,	-0.0283278,	0.0305605,	-0.0371343,	0.998441
1520793640714913398,	-0.778228,	2.0247,	0.0112828,	-0.26936,	-3.94683,	-13.8798,	-0.0276416,	0.027088,	-0.00559678,	0.999235,	-0.780077,	2.07949,	0.205818,	-0.401448,	-0.0332568,	0.015571,	-0.0202751,	0.696732,	0.714183,	-0.0639923,	-0.705112,	1.96636,	-0.0640364,	-0.293277,	0.197975,	0.0296699,	-0.0271065,	0.0271715,	-0.0358491,	0.99862
1520793640727774532,	-0.778228,	2.0247,	0.0112828,	0.154104,	-4.56583,	-16.2113,	-0.0276416,	0.027088,	-0.00559678,	0.999235,	-0.780077,	2.07949,	0.205818,	0,	0,	0,	-0.0202751,	0.696732,	0.714183,	-0.0639923,	-0.705136,	1.96632,	-0.0640369,	-0.00200257,	-0.00324806,	-3.99605e-05,	-0.0271719,	0.0271448,	-0.0358363,	0.998619
1520793640742507574,	-0.778228,	2.0247,	0.0112828,	0.132089,	-3.91357,	-13.8954,	-0.0276416,	0.027088,	-0.00559678,	0.999235,	-0.780077,	2.07949,	0.205818,	0,	0,	0,	-0.0202751,	0.696732,	0.714183,	-0.0639923,	-0.705136,	1.96632,	-0.0640369,	0,	0,	0,	-0.0271719,	0.0271448,	-0.0358363,	0.998619
1520793640756428295,	-0.782812,	2.02164,	0.0111055,	-0.210415,	-4.45023,	-14.9779,	-0.0253591,	0.0249334,	-0.00521505,	0.999354,	-0.785767,	2.08005,	0.205533,	-0.43766,	0.0432029,	-0.0219519,	-0.0222869,	0.697686,	0.713177,	-0.0641531,	-0.708199,	1.96681,	-0.0641366,	-0.235616,	0.0378429,	-0.0076688,	-0.0273708,	0.0252346,	-0.0353034,	0.998683
1520793640772990529,	-0.782913,	2.0219,	0.0111053,	0.178374,	-3.63467,	-12.1517,	-0.0254527,	0.024922,	-0.00518853,	0.999352,	-0.785767,	2.08005,	0.205533,	0,	0,	0,	-0.0222869,	0.697686,	0.713177,	-0.0641531,	-0.70926,	1.96466,	-0.0641214,	-0.0662943,	-0.134233,	0.000950984,	-0.0264549,	0.0248681,	-0.0351603,	0.998722
1520793640791071549,	-0.782913,	2.0219,	0.0111053,	0.158555,	-3.23082,	-10.8015,	-0.0254527,	0.024922,	-0.00518853,	0.999352,	-0.785767,	2.08005,	0.205533,	0,	0,	0,	-0.0222869,	0.697686,	0.713177,	-0.0641531,	-0.70926,	1.96466,	-0.0641214,	0,	0,	0,	-0.0264549,	0.0248681,	-0.0351603,	0.998722
1520793640805283632,	-0.788153,	2.02633,	0.0110495,	-0.170443,	-3.83746,	-13.8917,	-0.0295624,	0.0241157,	-0.004193,	0.999263,	-0.791778,	2.08095,	0.205204,	-0.429356,	0.0642461,	-0.0234848,	-0.0230635,	0.700359,	0.710503,	-0.0644183,	-0.713538,	1.96365,	-0.0641128,	-0.305588,	-0.0721594,	0.000607916,	-0.0282314,	0.0242906,	-0.0344492,	0.998712
1520793640819814315,	-0.788577,	2.02538,	0.0110278,	0.228588,	-3.96951,	-13.8697,	-0.0295768,	0.0240877,	-0.00421317,	0.999263,	-0.791778,	2.08095,	0.205204,	0,	0,	0,	-0.0230635,	0.700359,	0.710503,	-0.0644183,	-0.714607,	1.96661,	-0.0642715,	-0.0763262,	0.211078,	-0.0113329,	-0.0294604,	0.024033,	-0.0341397,	0.998694
1520793640834054419,	-0.788577,	2.02538,	0.0110278,	0.228588,	-3.96951,	-13.8697,	-0.0295768,	0.0240877,	-0.00421317,	0.999263,	-0.791778,	2.08095,	0.205204,	0,	0,	0,	-0.0230635,	0.700359,	0.710503,	-0.0644183,	-0.714607,	1.96661,	-0.0642715,	0,	0,	0,	-0.0294604,	0.024033,	-0.0341397,	0.998694
